1,0.0897693,2.65107
2,0.0856189,2.52859
3,0.0655226,2.14445
4,0.053899,1.82896
5,0.0544473,1.74776
6,0.0871785,2.13395
7,0.16783,4.10168
8,0.23671,5.98915
9,0.200087,4.98824
10,0.172278,4.37765
11,0.188546,4.82428
12,0.224333,5.81134
13,0.253373,6.60869
14,0.271433,7.1032
15,0.284762,7.46686
16,0.313715,8.26171
17,0.34028,8.89044
18,0.355059,9.28394
19,0.270912,6.98789
20,0.202753,5.11474
21,0.159084,3.9127
22,0.140609,3.40063
23,0.11313,2.64805
24,0.0842301,1.86313
25,0.0629151,1.44986
26,0.0466514,1.17884
27,0.0433321,1.10212
28,0.0445905,1.08546
29,0.0577667,1.25877
30,0.122257,2.93728
31,0.281739,7.32325
32,0.420559,11.1127
33,0.344333,9.04846
34,0.271062,7.0472
35,0.263464,6.84736
36,0.285805,7.46509
37,0.307529,8.06458
38,0.319324,8.38891
39,0.341003,8.98284
40,0.400149,10.6113
41,0.462572,12.3263
42,0.493555,13.2169
43,0.36105,9.46302
44,0.243934,6.18065
45,0.195468,4.8514
46,0.175874,4.30969
47,0.132996,3.1286
48,0.103368,2.43078
49,0.0749327,2.09866
50,0.0566046,1.87077
51,0.0502838,1.8135
52,0.0541947,1.85447
53,0.0684089,2.05256
54,0.133566,3.11144
55,0.294986,7.62233
56,0.438828,11.6204
57,0.360502,9.49027
58,0.278896,7.26672
59,0.272967,7.1188
60,0.295511,7.74396
61,0.314326,8.26557
62,0.322383,8.48891
63,0.350855,9.27214
64,0.403987,10.7374
65,0.469446,12.5323
66,0.502718,13.4512
67,0.367806,9.64586
68,0.254704,6.48463
69,0.205177,5.11639
70,0.180882,4.44101
71,0.137068,3.23082
72,0.108898,2.54324
73,0.0791361,2.1822
74,0.060398,1.95457
75,0.0544297,1.92923
76,0.0560062,1.9743
77,0.0714908,2.17832
78,0.130359,3.0079
79,0.286452,7.38727
80,0.428557,11.3344
81,0.344942,9.0706
82,0.288459,7.53535
83,0.291277,7.62876
84,0.321413,8.46422
85,0.340678,8.99875
86,0.346955,9.17354
87,0.373622,9.90203
88,0.421157,11.2097
89,0.487366,13.0223
90,0.505755,13.5507
91,0.391827,10.323
92,0.285302,7.33258
93,0.223461,5.62987
94,0.223205,5.61907
95,0.175107,4.29278
96,0.135573,3.19881
97,0.0938254,2.33927
98,0.0670009,1.99772
99,0.0554303,1.85135
100,0.0523041,1.8237
101,0.0500762,1.78196
102,0.0687078,2.00098
103,0.105216,2.60921
104,0.139299,3.56486
105,0.177227,4.62549
106,0.211895,5.61272
107,0.255874,6.8252
108,0.29978,8.04166
109,0.33546,9.0417
110,0.343319,9.25527
111,0.346555,9.33601
112,0.348736,9.39687
113,0.337473,9.12779
114,0.296832,7.97113
115,0.27662,7.40311
116,0.239195,6.35443
117,0.211418,5.57811
118,0.196039,5.1489
119,0.157176,4.06067
120,0.128753,3.26453
121,0.0954963,2.33315
122,0.0663362,1.89355
123,0.052879,1.70911
124,0.0504535,1.66426
125,0.0406616,1.53556
126,0.0481897,1.66277
127,0.0683844,1.93589
128,0.0849318,2.19814
129,0.112493,2.8059
130,0.151833,3.97031
131,0.190024,5.02234
132,0.228569,6.08736
133,0.27958,7.49006
134,0.287107,7.69503
135,0.294437,7.89336
136,0.292189,7.82837
137,0.290544,7.7762
138,0.272236,7.26271
139,0.241998,6.42071
140,0.189193,4.94303
141,0.156565,4.0319
142,0.130244,3.2967
143,0.102899,2.53156
144,0.0738104,1.83686
145,0.066848,1.78948
146,0.0481432,1.55293
147,0.0397386,1.45902
148,0.0435677,1.49121
149,0.0607018,1.68262
150,0.130787,3.09564
151,0.314139,8.1492
152,0.465096,12.3591
153,0.364724,9.60969
154,0.272648,7.09403
155,0.2641,6.87326
156,0.281269,7.35025
157,0.303799,7.97757
158,0.305178,8.01843
159,0.338224,8.92428
160,0.405874,10.7849
161,0.476638,12.7335
162,0.498514,13.3054
163,0.338881,8.92429
164,0.236814,6.13059
165,0.191111,4.88572
166,0.155632,3.91584
167,0.116061,2.82671
168,0.0893964,2.08941
169,0.0635112,1.36944
170,0.0455976,0.875204
171,0.0426411,0.802152
172,0.0449315,0.860011
173,0.0601883,1.27963
174,0.131007,3.2278
175,0.323852,8.52372
176,0.482586,12.8794
177,0.391924,10.4058
178,0.280502,7.34678
179,0.262927,6.87332
180,0.279861,7.34115
181,0.298018,7.84123
182,0.302871,7.97409
183,0.329941,8.71517
184,0.394904,10.5047
185,0.463478,12.3879
186,0.501088,13.4244
187,0.354727,9.40699
188,0.237827,6.16324
189,0.195868,4.98636
190,0.174916,4.37991
191,0.124485,2.96815
192,0.0978642,2.21314
193,0.0712309,1.83619
194,0.0520145,1.64054
195,0.048825,1.65708
196,0.0522951,1.75677
197,0.069544,1.99921
198,0.140219,3.30088
199,0.325224,8.48072
200,0.48971,13.0452
201,0.388359,10.2632
202,0.292748,7.64306
203,0.272406,7.09082
204,0.290827,7.59801
205,0.312937,8.20961
206,0.318317,8.35931
207,0.344667,9.08181
208,0.414779,11.0107
209,0.483075,12.8992
210,0.515403,13.8648
211,0.370842,9.75944
212,0.265682,6.79978
213,0.220622,5.5329
214,0.191497,4.71431
215,0.142357,3.35025
216,0.10649,2.63869
217,0.0759626,2.2804
218,0.0542576,2.02525
219,0.0507546,2.00579
220,0.0549042,2.04897
221,0.072898,2.26505
222,0.141837,3.33196
223,0.326895,8.54075
224,0.495675,13.2213
225,0.399723,10.5585
226,0.296277,7.72641
227,0.273188,7.10232
228,0.295329,7.716
229,0.31719,8.3251
230,0.321944,8.46404
231,0.350343,9.24525
232,0.417696,11.103
233,0.486844,13.0106
234,0.515241,13.8365
235,0.375747,9.8879
236,0.261334,6.674
237,0.222742,5.5889
238,0.191101,4.70359
239,0.140532,3.30475
240,0.110481,2.68502
241,0.0783102,2.33049
242,0.0576428,2.10506
243,0.0523224,2.07073
244,0.0571067,2.12834
245,0.0726389,2.31463
246,0.134884,3.19503
247,0.309575,8.05924
248,0.471995,12.5566
249,0.373351,9.83721
250,0.295322,7.71425
251,0.288827,7.55071
252,0.318111,8.36178
253,0.343249,9.05962
254,0.347863,9.1908
255,0.381749,10.1206
256,0.446188,11.8929
257,0.500013,13.3732
258,0.517757,13.8937
259,0.399481,10.539
260,0.294699,7.59549
261,0.236853,6.00035
262,0.221227,5.56387
263,0.182408,4.49579
264,0.13944,3.30748
265,0.0927653,2.29609
266,0.064791,1.92374
267,0.0548194,1.81432
268,0.051262,1.77617
269,0.0503637,1.78278
270,0.0677016,2.02948
271,0.108055,2.69457
272,0.149271,3.85214
273,0.193254,5.08147
274,0.226894,5.99033
275,0.268421,7.1424
276,0.310972,8.33376
277,0.340222,9.15395
278,0.340689,9.16799
279,0.34271,9.23178
280,0.357148,9.63881
281,0.342504,9.27287
282,0.29782,8.00622
283,0.277985,7.44835
284,0.226277,5.99828
285,0.207681,5.47568
286,0.199326,5.24082
287,0.163878,4.24689
288,0.135562,3.45305
289,0.0919209,2.23004
290,0.0651504,1.82732
291,0.0520166,1.68614
292,0.0495911,1.66909
293,0.0391883,1.54586
294,0.044237,1.61103
295,0.064234,1.87141
296,0.0799909,2.17761
297,0.113804,2.84734
298,0.155782,4.0788
299,0.203473,5.3902
300,0.240013,6.39795
301,0.281358,7.53296
302,0.260007,6.94248
303,0.249886,6.66109
304,0.241744,6.43529
305,0.274284,7.37645
306,0.289466,7.79291
307,0.235422,6.27747
308,0.18127,4.76093
309,0.153691,3.99228
310,0.128411,3.28755
311,0.101695,2.93283
312,0.0742955,2.61348
313,0.0707839,2.59365
314,0.0479795,2.36093
315,0.0413093,2.33133
316,0.042749,2.334
317,0.0613229,2.53862
318,0.122882,3.38566
319,0.271863,7.02493
320,0.415957,10.9961
321,0.353399,9.23639
322,0.2717,7.01596
323,0.263674,6.81764
324,0.2867,7.46084
325,0.312402,8.17502
326,0.315435,8.26394
327,0.343347,9.02746
328,0.39281,10.3885
329,0.448814,11.9439
330,0.474259,12.7204
331,0.34028,8.9096
332,0.242164,6.14898
333,0.195019,4.821
334,0.169021,4.08964
335,0.123276,2.94957
336,0.0934062,2.56053
337,0.0687882,2.29244
338,0.0497053,2.10204
339,0.0469376,2.0844
340,0.0504741,2.12872
341,0.0720631,2.37113
342,0.14137,3.33081
343,0.324164,8.47069
344,0.490447,13.0785
345,0.399833,10.5465
346,0.287972,7.49005
347,0.264132,6.84491
348,0.281169,7.3191
349,0.298955,7.81282
350,0.302313,7.90626
351,0.338658,8.90364
352,0.405568,10.7429
353,0.474411,12.6498
354,0.515385,13.8826
355,0.37059,9.76864
356,0.252746,6.45488
357,0.210057,5.25483
358,0.181867,4.46536
359,0.135477,3.39535
360,0.10355,2.98365
361,0.0719103,2.61869
362,0.0513813,2.4049
363,0.0474147,2.39218
364,0.051775,2.45091
365,0.0703494,2.66793
366,0.137866,3.63703
367,0.32517,8.52054
368,0.483638,12.8941
369,0.39896,10.5068
370,0.292518,7.59445
371,0.26892,6.95814
372,0.291827,7.59261
373,0.30988,8.09347
374,0.312632,8.17552
375,0.34699,9.12139
376,0.4171,11.0537
377,0.482624,12.8761
378,0.526075,14.1825
379,0.375837,9.92966
380,0.258549,6.63202
381,0.227287,5.75266
382,0.196384,4.88698
383,0.142466,3.75095
384,0.102795,3.25619
385,0.0727367,2.93139
386,0.054505,2.75961
387,0.0509462,2.8102
388,0.0549781,2.86162
389,0.0746772,3.09878
390,0.140561,4.00999
391,0.327039,8.59391
392,0.490752,13.097
393,0.394055,10.373
394,0.292693,7.59417
395,0.273083,7.06887
396,0.295114,7.68067
397,0.31229,8.16072
398,0.317881,8.31754
399,0.353042,9.28708
400,0.422679,11.1995
401,0.489514,13.0593
402,0.518313,13.9792
403,0.370393,9.77419
404,0.265718,6.82221
405,0.223424,5.62779
406,0.193456,4.78366
407,0.145556,3.43784
408,0.113,2.89876
409,0.0788994,2.4453
410,0.0570351,2.19751
411,0.0520311,2.16983
412,0.0557636,2.23584
413,0.0728446,2.43629
414,0.13386,3.26214
415,0.314139,8.18997
416,0.478679,12.7486
417,0.377883,9.93886
418,0.292342,7.60916
419,0.289629,7.54993
420,0.321534,8.42973
421,0.344534,9.06673
422,0.349835,9.21626
423,0.378794,10.0085
424,0.453711,12.0636
425,0.508564,13.591
426,0.528321,14.252
427,0.414088,10.9966
428,0.300736,7.80902
429,0.24211,6.16308
430,0.229964,5.82449
431,0.195324,4.85492
432,0.148575,3.78142
433,0.0956939,3.2171
434,0.0663362,2.8244
435,0.0556459,2.68864
436,0.0529509,2.64741
437,0.0492857,2.59848
438,0.0657073,2.80297
439,0.106222,3.33252
440,0.154463,4.04877
441,0.198985,5.29004
442,0.234613,6.2028
443,0.271032,7.22398
444,0.315967,8.48046
445,0.350445,9.44658
446,0.342001,9.21009
447,0.342082,9.21121
448,0.350781,9.45382
449,0.357003,9.72699
450,0.339036,9.19061
451,0.32319,8.73697
452,0.2517,6.72708
453,0.205345,5.42243
454,0.213161,5.63866
455,0.171586,4.47135
456,0.13337,3.39956
457,0.093484,2.30692
458,0.0704326,2.02844
459,0.0525197,1.8174
460,0.0504535,1.8107
461,0.0386314,1.69948
462,0.0429614,1.82128
463,0.0630842,2.13266
464,0.077781,2.40379
465,0.101659,2.70471
466,0.136258,3.53757
467,0.168355,4.4206
468,0.198681,5.25777
469,0.257122,6.86663
470,0.263393,7.0365
471,0.263601,7.03947
472,0.26412,7.05212
473,0.249651,6.67539
474,0.241171,6.42905
475,0.20168,5.32368
476,0.148894,3.84536
477,0.126597,3.22332
478,0.10297,2.72039
479,0.134376,3.44964
480,0.128304,3.28412
481,0.0831934,2.63031
482,0.0540965,2.37342
483,0.0426335,2.29666
484,0.0425974,2.34745
485,0.0606291,2.53005
486,0.120996,3.32653
487,0.275205,7.09673
488,0.401386,10.6383
489,0.33604,8.79104
490,0.259138,6.76822
491,0.260465,6.80458
492,0.286093,7.51224
493,0.309232,8.14759
494,0.312644,8.23878
495,0.333499,8.81076
496,0.390142,10.3691
497,0.449033,11.9051
498,0.476559,12.6805
499,0.337801,8.79778
500,0.238745,6.06232
501,0.197467,4.92628
502,0.165625,4.0548
503,0.123459,2.89525
504,0.0912483,2.05797
505,0.0634226,1.7224
506,0.0478619,1.50244
507,0.0452234,1.47463
508,0.0487737,1.49398
509,0.0678202,1.7463
510,0.13839,3.30753
511,0.325512,8.46855
512,0.485075,12.9231
513,0.387346,10.2151
514,0.283331,7.3756
515,0.255623,6.62817
516,0.275921,7.19212
517,0.291902,7.63861
518,0.297438,7.7943
519,0.332457,8.75308
520,0.402912,10.6885
521,0.471059,12.5684
522,0.504587,13.503
523,0.356438,9.34019
524,0.245985,6.31145
525,0.201113,5.08406
526,0.175668,4.3867
527,0.126352,3.03234
528,0.0946251,2.15434
529,0.0636767,1.47734
530,0.0498429,1.2854
531,0.0460402,1.24153
532,0.0483479,1.27705
533,0.0647061,1.52942
534,0.133,3.19754
535,0.322743,8.3939
536,0.485901,12.934
537,0.389464,10.3123
538,0.292098,7.64452
539,0.266453,6.95101
540,0.285386,7.47607
541,0.309782,8.14804
542,0.309268,8.13767
543,0.340887,9.00421
544,0.408008,10.8513
545,0.476469,12.7319
546,0.513409,13.7245
547,0.365074,9.61452
548,0.253309,6.54315
549,0.217913,5.57534
550,0.180377,4.54595
551,0.13554,3.3128
552,0.0969025,2.24543
553,0.0651893,1.3666
554,0.0497267,1.17157
555,0.0470293,1.16214
556,0.0508631,1.24707
557,0.0660077,1.47338
558,0.135786,3.27981
559,0.323068,8.40971
560,0.493918,13.1648
561,0.386966,10.247
562,0.28775,7.52271
563,0.271436,7.08215
564,0.296178,7.76255
565,0.310325,8.15259
566,0.31679,8.33058
567,0.344807,9.09595
568,0.413423,10.9813
569,0.470849,12.5662
570,0.503778,13.5176
571,0.369476,9.70877
572,0.265503,6.78485
573,0.22934,5.77546
574,0.196011,4.85748
575,0.139631,3.30741
576,0.106687,2.48626
577,0.0747059,2.10346
578,0.054941,1.86396
579,0.0499559,1.79888
580,0.053898,1.82874
581,0.0681659,1.99907
582,0.131586,3.0721
583,0.305694,7.92702
584,0.474672,12.6241
585,0.374524,9.88753
586,0.295167,7.71917
587,0.288018,7.53902
588,0.316235,8.32308
589,0.337136,8.9029
590,0.344728,9.11735
591,0.377361,10.0154
592,0.446414,11.9196
593,0.509458,13.6507
594,0.525419,14.0428
595,0.409905,10.8714
596,0.298757,7.80062
597,0.236949,6.09787
598,0.231882,5.95863
599,0.177227,4.45373
600,0.136527,3.33165
601,0.0930439,2.2815
602,0.0642439,1.48585
603,0.0511188,1.18546
604,0.0491955,1.17523
605,0.0477491,1.16557
606,0.0657251,1.5218
607,0.104319,2.58641
608,0.159832,4.11309
609,0.197278,5.15703
610,0.233867,6.20681
611,0.272582,7.27416
612,0.313792,8.41442
613,0.339359,9.13061
614,0.344911,9.28779
615,0.349427,9.41863
616,0.362555,9.78886
617,0.369113,10.0429
618,0.359447,9.75074
619,0.3314,8.96013
620,0.251268,6.71154
621,0.209963,5.55383
622,0.213646,5.65824
623,0.166807,4.34695
624,0.157338,4.08472
625,0.10412,2.71319
626,0.0684562,2.31676
627,0.0525017,2.15673
628,0.0477765,2.15246
629,0.0390087,2.07442
630,0.0439495,2.15483
631,0.0647371,2.43953
632,0.0831711,2.77724
633,0.109385,2.95452
634,0.156473,4.09529
635,0.19246,5.08639
636,0.230991,6.14906
637,0.28669,7.68045
638,0.298158,7.99309
639,0.295762,7.92445
640,0.300843,8.06341
641,0.295611,7.95526
642,0.282728,7.5833
643,0.251646,6.7206
644,0.200494,5.28835
645,0.156601,4.05862
646,0.128555,3.27282
647,0.100617,2.5332
648,0.0746548,2.12158
649,0.0634288,1.93599
650,0.0443506,1.69561
651,0.0394995,1.64088
652,0.0427802,1.67059
653,0.062363,1.9281
654,0.131008,3.04315
655,0.307222,7.98128
656,0.465779,12.3863
657,0.37345,9.81891
658,0.279356,7.2504
659,0.266296,6.89766
660,0.284536,7.39907
661,0.302065,7.88347
662,0.30831,8.05916
663,0.335973,8.81943
664,0.408663,10.8202
665,0.472462,12.5941
666,0.505898,13.6223
667,0.347072,9.11891
668,0.248919,6.35883
669,0.212123,5.32424
670,0.174339,4.26606
671,0.126152,3.47322
672,0.097477,3.12172
673,0.0712994,2.83608
674,0.0516573,2.63441
675,0.0476371,2.64253
676,0.0524967,2.67769
677,0.0721259,2.92447
678,0.141154,3.91504
679,0.325063,8.53444
680,0.491417,13.1152
681,0.397253,10.4621
682,0.290609,7.54048
683,0.270999,7.01518
684,0.287777,7.48267
685,0.304947,7.9608
686,0.312678,8.17923
687,0.338798,8.89749
688,0.411688,10.8981
689,0.482089,12.8577
690,0.516175,13.9191
691,0.366512,9.66827
692,0.2505,6.40081
693,0.21065,5.27849
694,0.187329,4.62425
695,0.136016,3.47867
696,0.101052,3.02889
697,0.0715869,2.68395
698,0.0512553,2.49895
699,0.0466674,2.48904
700,0.0501006,2.55291
701,0.0701482,2.8089
702,0.136645,3.78644
703,0.31669,8.29677
704,0.473882,12.6224
705,0.389024,10.2284
706,0.29035,7.53829
707,0.27391,7.09985
708,0.288663,7.51106
709,0.310472,8.11527
710,0.315052,8.2466
711,0.350191,9.21449
712,0.417083,11.0573
713,0.488844,13.0512
714,0.51269,13.8013
715,0.372028,9.82208
716,0.269815,6.9479
717,0.229479,5.81514
718,0.191354,4.74683
719,0.143149,3.7435
720,0.104664,3.24698
721,0.074785,2.89499
722,0.0544397,2.69598
723,0.0508542,2.7114
724,0.0541298,2.77989
725,0.0728446,3.02741
726,0.140777,4.00354
727,0.324542,8.5256
728,0.494364,13.1988
729,0.396067,10.4289
730,0.295053,7.6607
731,0.28234,7.32542
732,0.301234,7.84984
733,0.317177,8.29306
734,0.324686,8.5088
735,0.351744,9.25693
736,0.426339,11.3112
737,0.497014,13.2731
738,0.515708,13.8948
739,0.363098,9.56734
740,0.262017,6.72106
741,0.224466,5.66189
